sales_id,order_id,product_id,price_per_unit,quantity,total_price,,,,,,,,,
656,139,280,93,1,93,,,,,,,,,
657,139,1110,99,3,297,,,,,,,,,
658,140,701,112,3,336,,,,,,,,,
659,140,955,119,1,119,,,,,,,,,
660,140,575,90,1,90,,,,,,,,,
661,140,533,113,2,226,,,,,,,,,
662,140,687,119,3,357,,,,,,,,,
663,140,628,118,1,118,,,,,,,,,
664,140,1130,106,3,318,,,,,,,,,
665,141,805,95,3,285,,,,,,,,,
666,141,950,119,1,119,,,,,,,,,
667,141,733,112,3,336,,,,,,,,,
668,142,8,114,3,342,,,,,,,,,
669,142,843,100,2,200,,,,,,,,,
670,142,131,115,3,345,,,,,,,,,
671,142,575,90,3,270,,,,,,,,,
672,142,717,112,3,336,,,,,,,,,
673,142,1237,91,3,273,,,,,,,,,
674,142,712,112,1,112,,,,,,,,,
675,142,932,104,3,312,,,,,,,,,
676,142,630,115,3,345,,,,,,,,,
677,143,740,102,2,204,,,,,,,,,
678,143,94,96,2,192,,,,,,,,,
679,143,1083,94,1,94,,,,,,,,,
680,143,387,113,1,113,,,,,,,,,
681,143,1123,106,3,318,,,,,,,,,
682,143,837,95,1,95,,,,,,,,,
683,144,698,119,1,119,,,,,,,,,
684,144,295,93,3,279,,,,,,,,,
685,144,461,110,2,220,,,,,,,,,
686,144,680,119,2,238,,,,,,,,,
687,145,1138,106,1,106,,,,,,,,,
688,145,623,118,3,354,,,,,,,,,
689,145,655,115,2,230,,,,,,,,,
690,145,472,110,3,330,,,,,,,,,
691,146,17,114,3,342,,,,,,,,,
692,146,610,118,3,354,,,,,,,,,
693,147,1250,91,1,91,,,,,,,,,
694,148,213,105,1,105,,,,,,,,,
695,148,779,114,3,342,,,,,,,,,
696,148,1214,90,3,270,,,,,,,,,
697,148,220,105,3,315,,,,,,,,,
698,149,423,92,1,92,,,,,,,,,
699,149,549,113,3,339,,,,,,,,,
700,149,931,104,1,104,,,,,,,,,
701,149,380,92,2,184,,,,,,,,,
702,149,93,96,3,288,,,,,,,,,
703,150,736,102,1,102,,,,,,,,,
704,150,1110,99,3,297,,,,,,,,,
705,150,263,117,3,351,,,,,,,,,
706,150,234,105,2,210,,,,,,,,,
707,151,772,114,1,114,,,,,,,,,
708,151,842,100,2,200,,,,,,,,,
709,151,287,93,3,279,,,,,,,,,
710,151,992,111,1,111,,,,,,,,,
711,152,246,117,1,117,,,,,,,,,
712,152,731,112,1,112,,,,,,,,,
713,152,490,109,1,109,,,,,,,,,
714,152,897,113,1,113,,,,,,,,,
715,152,537,113,3,339,,,,,,,,,
716,152,904,113,3,339,,,,,,,,,
717,152,1230,91,1,91,,,,,,,,,
718,152,1188,98,2,196,,,,,,,,,
719,153,542,113,3,339,,,,,,,,,
720,153,698,119,1,119,,,,,,,,,
721,153,769,102,3,306,,,,,,,,,
722,153,989,111,2,222,,,,,,,,,
723,153,1188,98,3,294,,,,,,,,,
724,153,1235,91,3,273,,,,,,,,,
725,154,347,108,1,108,,,,,,,,,
726,154,1043,95,1,95,,,,,,,,,
727,154,174,116,1,116,,,,,,,,,
728,154,630,115,2,230,,,,,,,,,
729,154,625,118,2,236,,,,,,,,,
730,155,512,109,1,109,,,,,,,,,
731,156,1253,91,1,91,,,,,,,,,
732,156,1155,98,2,196,,,,,,,,,
733,156,438,92,2,184,,,,,,,,,
734,156,719,112,1,112,,,,,,,,,
735,156,470,110,3,330,,,,,,,,,
736,157,918,104,3,312,,,,,,,,,
737,157,585,90,1,90,,,,,,,,,
738,157,493,109,2,218,,,,,,,,,
739,157,442,92,1,92,,,,,,,,,
740,158,1173,98,2,196,,,,,,,,,
741,158,975,119,2,238,,,,,,,,,
742,158,238,105,1,105,,,,,,,,,
743,158,130,115,2,230,,,,,,,,,
744,158,257,117,2,234,,,,,,,,,
745,158,100,96,3,288,,,,,,,,,
746,159,118,115,2,230,,,,,,,,,
747,159,172,116,2,232,,,,,,,,,
748,159,209,112,2,224,,,,,,,,,
749,159,410,113,3,339,,,,,,,,,
750,160,765,102,1,102,,,,,,,,,
751,160,117,115,1,115,,,,,,,,,
752,160,94,96,1,96,,,,,,,,,
753,160,1213,90,1,90,,,,,,,,,
754,160,437,92,2,184,,,,,,,,,
755,160,1102,99,1,99,,,,,,,,,
756,160,122,115,2,230,,,,,,,,,
757,160,878,113,2,226,,,,,,,,,
758,160,134,115,3,345,,,,,,,,,
759,160,951,119,1,119,,,,,,,,,
760,161,48,119,2,238,,,,,,,,,
761,161,1177,98,2,196,,,,,,,,,
762,161,936,104,1,104,,,,,,,,,
763,161,1041,95,2,190,,,,,,,,,
764,161,483,110,2,220,,,,,,,,,
765,161,525,113,3,339,,,,,,,,,
766,161,63,119,3,357,,,,,,,,,
767,161,517,109,2,218,,,,,,,,,
768,162,896,113,1,113,,,,,,,,,
769,162,1052,94,3,282,,,,,,,,,
770,162,1091,99,3,297,,,,,,,,,
771,162,870,100,2,200,,,,,,,,,
772,162,849,100,2,200,,,,,,,,,
773,163,937,104,2,208,,,,,,,,,
774,163,753,102,1,102,,,,,,,,,
775,163,563,90,3,270,,,,,,,,,
776,163,549,113,2,226,,,,,,,,,
777,163,43,119,3,357,,,,,,,,,
778,163,682,119,3,357,,,,,,,,,
779,163,372,92,1,92,,,,,,,,,
780,163,153,116,2,232,,,,,,,,,
781,164,1202,90,2,180,,,,,,,,,
782,164,604,118,1,118,,,,,,,,,
783,164,275,117,2,234,,,,,,,,,
784,164,8,114,1,114,,,,,,,,,
785,164,425,92,3,276,,,,,,,,,
786,165,1165,98,3,294,,,,,,,,,
787,165,1029,95,1,95,,,,,,,,,
788,165,118,115,2,230,,,,,,,,,
789,165,700,112,1,112,,,,,,,,,
790,165,679,119,1,119,,,,,,,,,
791,165,1060,94,2,188,,,,,,,,,
792,165,26,114,1,114,,,,,,,,,
793,166,743,102,1,102,,,,,,,,,
794,166,827,95,3,285,,,,,,,,,
795,166,740,102,1,102,,,,,,,,,
796,166,661,115,2,230,,,,,,,,,
797,166,217,105,2,210,,,,,,,,,
798,166,430,92,3,276,,,,,,,,,
799,167,1035,95,2,190,,,,,,,,,
800,167,930,104,1,104,,,,,,,,,
801,167,217,105,1,105,,,,,,,,,
802,167,134,115,2,230,,,,,,,,,
803,168,1037,95,3,285,,,,,,,,,
804,168,1112,99,3,297,,,,,,,,,
805,168,19,114,1,114,,,,,,,,,
806,168,439,92,1,92,,,,,,,,,
807,168,605,118,2,236,,,,,,,,,
808,169,1016,95,2,190,,,,,,,,,
809,169,468,110,3,330,,,,,,,,,
810,169,928,104,2,208,,,,,,,,,
811,169,605,118,2,236,,,,,,,,,
812,169,722,112,2,224,,,,,,,,,
813,169,792,114,3,342,,,,,,,,,
814,169,526,113,3,339,,,,,,,,,
815,169,1062,94,1,94,,,,,,,,,
816,169,751,102,2,204,,,,,,,,,
817,170,673,119,3,357,,,,,,,,,
818,170,357,92,1,92,,,,,,,,,
819,170,345,108,1,108,,,,,,,,,
820,170,1224,90,2,180,,,,,,,,,
821,170,899,113,2,226,,,,,,,,,
822,171,520,109,2,218,,,,,,,,,
823,171,655,115,1,115,,,,,,,,,
824,171,812,95,1,95,,,,,,,,,
825,171,444,92,3,276,,,,,,,,,
826,171,785,114,1,114,,,,,,,,,
827,171,85,96,2,192,,,,,,,,,
828,171,198,112,2,224,,,,,,,,,
829,171,314,93,2,186,,,,,,,,,
830,172,574,90,3,270,,,,,,,,,
831,172,413,113,1,113,,,,,,,,,
832,172,1156,98,2,196,,,,,,,,,
833,172,683,119,3,357,,,,,,,,,
834,172,706,112,3,336,,,,,,,,,
835,172,1245,91,3,273,,,,,,,,,
836,173,1005,111,2,222,,,,,,,,,
837,174,1174,98,1,98,,,,,,,,,
838,174,634,115,3,345,,,,,,,,,
839,174,795,114,1,114,,,,,,,,,
840,175,329,108,1,108,,,,,,,,,
841,175,165,116,1,116,,,,,,,,,
842,175,968,119,3,357,,,,,,,,,
843,175,1207,90,3,270,,,,,,,,,
844,175,381,92,3,276,,,,,,,,,
845,175,890,113,3,339,,,,,,,,,
846,175,66,119,1,119,,,,,,,,,
847,175,1052,94,1,94,,,,,,,,,
848,176,704,112,1,112,,,,,,,,,
849,176,642,115,1,115,,,,,,,,,
850,176,124,115,1,115,,,,,,,,,
851,176,24,114,3,342,,,,,,,,,
852,176,1095,99,3,297,,,,,,,,,
853,176,1028,95,1,95,,,,,,,,,
854,177,64,119,1,119,,,,,,,,,
855,177,256,117,1,117,,,,,,,,,
856,177,257,117,2,234,,,,,,,,,
857,177,207,112,1,112,,,,,,,,,
858,177,976,119,3,357,,,,,,,,,
859,177,1059,94,3,282,,,,,,,,,
860,178,593,90,1,90,,,,,,,,,
861,178,307,93,1,93,,,,,,,,,
862,178,1023,95,1,95,,,,,,,,,
863,179,182,112,2,224,,,,,,,,,
864,179,700,112,2,224,,,,,,,,,
865,179,788,114,3,342,,,,,,,,,
866,179,360,92,2,184,,,,,,,,,
867,179,1235,91,1,91,,,,,,,,,
868,179,449,92,3,276,,,,,,,,,
869,180,50,119,3,357,,,,,,,,,
870,180,1184,98,1,98,,,,,,,,,
871,180,1245,91,1,91,,,,,,,,,
872,180,1058,94,2,188,,,,,,,,,
873,180,1054,94,1,94,,,,,,,,,
874,180,272,117,1,117,,,,,,,,,
875,181,463,110,1,110,,,,,,,,,
876,181,506,109,3,327,,,,,,,,,
877,182,852,100,2,200,,,,,,,,,
878,182,408,113,2,226,,,,,,,,,
879,182,578,90,2,180,,,,,,,,,
880,182,858,100,3,300,,,,,,,,,
881,182,756,102,1,102,,,,,,,,,
882,182,525,113,1,113,,,,,,,,,
883,182,792,114,3,342,,,,,,,,,
884,182,705,112,2,224,,,,,,,,,
885,182,60,119,2,238,,,,,,,,,
886,183,1192,90,2,180,,,,,,,,,
887,183,513,109,3,327,,,,,,,,,
888,183,758,102,3,306,,,,,,,,,
889,183,202,112,1,112,,,,,,,,,
890,183,359,92,2,184,,,,,,,,,
891,183,300,93,3,279,,,,,,,,,
892,183,709,112,2,224,,,,,,,,,
893,184,31,114,2,228,,,,,,,,,
894,184,1100,99,2,198,,,,,,,,,
895,184,318,108,2,216,,,,,,,,,
896,185,360,92,3,276,,,,,,,,,
897,185,1145,106,1,106,,,,,,,,,
898,185,469,110,2,220,,,,,,,,,
899,185,406,113,3,339,,,,,,,,,
900,185,411,113,2,226,,,,,,,,,
901,185,249,117,1,117,,,,,,,,,
902,185,55,119,3,357,,,,,,,,,
903,185,948,119,2,238,,,,,,,,,
904,185,1057,94,3,282,,,,,,,,,
905,186,316,108,2,216,,,,,,,,,
906,186,642,115,2,230,,,,,,,,,
907,186,759,102,2,204,,,,,,,,,
908,186,1208,90,2,180,,,,,,,,,
909,186,617,118,1,118,,,,,,,,,
910,186,1038,95,1,95,,,,,,,,,
911,187,129,115,3,345,,,,,,,,,
912,187,95,96,3,288,,,,,,,,,
913,187,66,119,1,119,,,,,,,,,
914,187,644,115,3,345,,,,,,,,,
915,187,771,114,2,228,,,,,,,,,
916,188,961,119,3,357,,,,,,,,,
917,188,1246,91,3,273,,,,,,,,,
918,188,1109,99,1,99,,,,,,,,,
919,189,214,105,1,105,,,,,,,,,
920,189,668,119,1,119,,,,,,,,,
921,189,179,112,2,224,,,,,,,,,
922,189,877,113,2,226,,,,,,,,,
923,190,431,92,3,276,,,,,,,,,
924,191,219,105,1,105,,,,,,,,,
925,191,1077,94,2,188,,,,,,,,,
926,191,130,115,2,230,,,,,,,,,
927,191,74,96,1,96,,,,,,,,,
928,191,23,114,2,228,,,,,,,,,
929,191,282,93,1,93,,,,,,,,,
930,192,863,100,2,200,,,,,,,,,
931,192,390,113,3,339,,,,,,,,,
932,192,990,111,3,333,,,,,,,,,
933,192,920,104,3,312,,,,,,,,,
934,192,9,114,3,342,,,,,,,,,
935,192,664,115,1,115,,,,,,,,,
936,192,573,90,3,270,,,,,,,,,
937,193,1084,94,2,188,,,,,,,,,
938,193,63,119,3,357,,,,,,,,,
939,193,396,113,2,226,,,,,,,,,
940,193,762,102,1,102,,,,,,,,,
941,193,593,90,2,180,,,,,,,,,
942,193,1061,94,2,188,,,,,,,,,
943,193,656,115,3,345,,,,,,,,,
944,193,727,112,1,112,,,,,,,,,
945,194,371,92,1,92,,,,,,,,,
946,194,303,93,3,279,,,,,,,,,
947,194,954,119,1,119,,,,,,,,,
948,194,893,113,1,113,,,,,,,,,
949,194,25,114,1,114,,,,,,,,,
950,194,179,112,3,336,,,,,,,,,
951,194,71,96,3,288,,,,,,,,,
952,195,495,109,3,327,,,,,,,,,
953,195,1212,90,2,180,,,,,,,,,
954,195,370,92,2,184,,,,,,,,,
955,196,1053,94,3,282,,,,,,,,,
956,196,948,119,2,238,,,,,,,,,
957,196,1127,106,1,106,,,,,,,,,
958,196,750,102,1,102,,,,,,,,,
959,196,239,105,3,315,,,,,,,,,
960,196,306,93,2,186,,,,,,,,,
961,197,1065,94,1,94,,,,,,,,,
962,197,1244,91,2,182,,,,,,,,,
963,197,697,119,2,238,,,,,,,,,
964,197,254,117,3,351,,,,,,,,,
965,197,864,100,1,100,,,,,,,,,
966,198,172,116,3,348,,,,,,,,,
967,198,204,112,2,224,,,,,,,,,
968,198,1259,91,2,182,,,,,,,,,
969,199,78,96,2,192,,,,,,,,,
970,199,1057,94,3,282,,,,,,,,,
971,199,655,115,3,345,,,,,,,,,
972,199,249,117,3,351,,,,,,,,,
973,200,758,102,3,306,,,,,,,,,
974,200,1158,98,2,196,,,,,,,,,
975,200,964,119,2,238,,,,,,,,,
976,200,135,115,2,230,,,,,,,,,
977,200,842,100,3,300,,,,,,,,,
978,200,992,111,1,111,,,,,,,,,
979,201,974,119,3,357,,,,,,,,,
980,201,1085,99,2,198,,,,,,,,,
981,201,451,92,2,184,,,,,,,,,
982,201,27,114,2,228,,,,,,,,,
983,201,486,110,1,110,,,,,,,,,
984,202,104,96,3,288,,,,,,,,,
985,202,182,112,3,336,,,,,,,,,
986,202,1177,98,1,98,,,,,,,,,
987,202,174,116,3,348,,,,,,,,,
988,202,224,105,1,105,,,,,,,,,
989,202,860,100,1,100,,,,,,,,,
990,203,574,90,1,90,,,,,,,,,
991,203,1058,94,2,188,,,,,,,,,
992,203,1170,98,2,196,,,,,,,,,
993,203,1229,91,1,91,,,,,,,,,
994,203,1104,99,3,297,,,,,,,,,
995,204,879,113,1,113,,,,,,,,,
996,204,325,108,2,216,,,,,,,,,
997,204,649,115,1,115,,,,,,,,,
998,204,484,110,2,220,,,,,,,,,
999,205,502,109,2,218,,,,,,,,,
1000,205,506,109,2,218,,,,,,,,,
1001,205,230,105,1,105,,,,,,,,,
1002,206,249,117,1,117,,,,,,,,,
1003,206,66,119,3,357,,,,,,,,,
1004,206,340,108,2,216,,,,,,,,,
1005,206,541,113,2,226,,,,,,,,,
1006,206,912,104,1,104,,,,,,,,,
1007,206,553,113,3,339,,,,,,,,,
1008,207,403,113,1,113,,,,,,,,,
1009,207,327,108,3,324,,,,,,,,,
1010,207,1017,95,1,95,,,,,,,,,
1011,207,839,95,2,190,,,,,,,,,
1012,208,501,109,2,218,,,,,,,,,
1013,208,231,105,2,210,,,,,,,,,
1014,208,895,113,1,113,,,,,,,,,
1015,208,744,102,1,102,,,,,,,,,
1016,208,1006,111,1,111,,,,,,,,,
1017,208,486,110,3,330,,,,,,,,,
1018,209,837,95,1,95,,,,,,,,,
1019,209,428,92,2,184,,,,,,,,,
1020,209,1220,90,1,90,,,,,,,,,
1021,209,29,114,2,228,,,,,,,,,
1022,210,412,113,3,339,,,,,,,,,
1023,210,546,113,3,339,,,,,,,,,
1024,211,1253,91,2,182,,,,,,,,,
1025,211,430,92,2,184,,,,,,,,,
1026,211,152,116,3,348,,,,,,,,,
1027,211,519,109,1,109,,,,,,,,,
1028,211,573,90,3,270,,,,,,,,,
1029,212,1087,99,3,297,,,,,,,,,
1030,212,317,108,3,324,,,,,,,,,
1031,212,627,118,1,118,,,,,,,,,
1032,212,517,109,2,218,,,,,,,,,
1033,212,1174,98,1,98,,,,,,,,,
1034,212,362,92,3,276,,,,,,,,,
1035,212,172,116,2,232,,,,,,,,,
1036,212,1006,111,1,111,,,,,,,,,
1037,213,262,117,3,351,,,,,,,,,
1038,213,907,113,1,113,,,,,,,,,
1039,213,759,102,3,306,,,,,,,,,
1040,213,1007,111,2,222,,,,,,,,,
1041,213,737,102,1,102,,,,,,,,,
1042,213,55,119,1,119,,,,,,,,,
1043,213,522,109,3,327,,,,,,,,,
1044,214,667,119,3,357,,,,,,,,,
1045,214,1111,99,1,99,,,,,,,,,
1046,214,415,113,1,113,,,,,,,,,
1047,214,740,102,1,102,,,,,,,,,
1048,215,207,112,1,112,,,,,,,,,
1049,215,618,118,2,236,,,,,,,,,
1050,215,780,114,3,342,,,,,,,,,
1051,215,793,114,2,228,,,,,,,,,
1052,216,370,92,1,92,,,,,,,,,
1053,216,118,115,1,115,,,,,,,,,
1054,216,731,112,2,224,,,,,,,,,
1055,216,303,93,1,93,,,,,,,,,
1056,216,493,109,3,327,,,,,,,,,
1057,217,1149,106,3,318,,,,,,,,,
1058,217,865,100,1,100,,,,,,,,,
1059,217,871,100,3,300,,,,,,,,,
1060,217,245,117,2,234,,,,,,,,,
1061,217,277,117,3,351,,,,,,,,,
1062,217,1058,94,1,94,,,,,,,,,
1063,217,1029,95,3,285,,,,,,,,,
1064,218,360,92,1,92,,,,,,,,,
1065,218,478,110,2,220,,,,,,,,,
1066,218,1219,90,3,270,,,,,,,,,
1067,219,279,117,2,234,,,,,,,,,
1068,219,872,100,1,100,,,,,,,,,
1069,219,288,93,1,93,,,,,,,,,
1070,219,956,119,1,119,,,,,,,,,
1071,220,878,113,2,226,,,,,,,,,
1072,220,1000,111,3,333,,,,,,,,,
1073,220,97,96,1,96,,,,,,,,,
1074,220,472,110,3,330,,,,,,,,,
1075,221,824,95,3,285,,,,,,,,,
1076,221,348,108,2,216,,,,,,,,,
1077,221,416,113,3,339,,,,,,,,,
1078,221,700,112,1,112,,,,,,,,,
1079,222,908,113,3,339,,,,,,,,,
1080,222,796,114,2,228,,,,,,,,,
1081,222,490,109,3,327,,,,,,,,,
1082,223,883,113,3,339,,,,,,,,,
1083,223,373,92,1,92,,,,,,,,,
1084,223,832,95,1,95,,,,,,,,,
1085,223,13,114,1,114,,,,,,,,,
1086,223,1117,99,3,297,,,,,,,,,
1087,223,91,96,2,192,,,,,,,,,
1088,223,583,90,3,270,,,,,,,,,
1089,224,449,92,2,184,,,,,,,,,
1090,224,57,119,2,238,,,,,,,,,
1091,224,179,112,3,336,,,,,,,,,
1092,224,516,109,3,327,,,,,,,,,
1093,225,687,119,2,238,,,,,,,,,
1094,225,382,92,1,92,,,,,,,,,
1095,225,575,90,2,180,,,,,,,,,
1096,225,328,108,2,216,,,,,,,,,
1097,225,318,108,3,324,,,,,,,,,
1098,225,243,105,3,315,,,,,,,,,
1099,226,711,112,2,224,,,,,,,,,
1100,226,1128,106,3,318,,,,,,,,,
1101,226,206,112,1,112,,,,,,,,,
1102,226,972,119,1,119,,,,,,,,,
1103,226,860,100,3,300,,,,,,,,,
1104,226,683,119,2,238,,,,,,,,,
1105,226,900,113,2,226,,,,,,,,,
1106,226,512,109,2,218,,,,,,,,,
1107,226,517,109,1,109,,,,,,,,,
1108,228,478,110,3,330,,,,,,,,,
1109,228,904,113,1,113,,,,,,,,,
1110,228,123,115,1,115,,,,,,,,,
1111,228,1026,95,3,285,,,,,,,,,
1112,228,381,92,2,184,,,,,,,,,
1113,229,523,109,2,218,,,,,,,,,
1114,229,695,119,1,119,,,,,,,,,
1115,229,145,116,3,348,,,,,,,,,
1116,230,1146,106,1,106,,,,,,,,,
1117,230,51,119,1,119,,,,,,,,,
1118,230,657,115,1,115,,,,,,,,,
1119,231,192,112,2,224,,,,,,,,,
1120,231,646,115,2,230,,,,,,,,,
1121,231,1,114,1,114,,,,,,,,,
1122,231,740,102,1,102,,,,,,,,,
1123,231,126,115,2,230,,,,,,,,,
1124,232,794,114,3,342,,,,,,,,,
1125,232,246,117,2,234,,,,,,,,,
1126,232,447,92,2,184,,,,,,,,,
1127,232,43,119,3,357,,,,,,,,,
1128,232,1182,98,3,294,,,,,,,,,
1129,233,218,105,3,315,,,,,,,,,
1130,233,1191,90,2,180,,,,,,,,,
1131,233,886,113,1,113,,,,,,,,,
1132,233,701,112,3,336,,,,,,,,,
1133,234,941,104,3,312,,,,,,,,,
1134,234,244,105,3,315,,,,,,,,,
1135,234,174,116,1,116,,,,,,,,,
1136,235,1213,90,3,270,,,,,,,,,
1137,235,140,116,3,348,,,,,,,,,
1138,235,78,96,2,192,,,,,,,,,
1139,235,950,119,2,238,,,,,,,,,
1140,235,801,114,3,342,,,,,,,,,
1141,236,17,114,2,228,,,,,,,,,
1142,236,566,90,1,90,,,,,,,,,
1143,236,844,100,1,100,,,,,,,,,
1144,236,640,115,1,115,,,,,,,,,
1145,236,1189,98,1,98,,,,,,,,,
1146,236,160,116,2,232,,,,,,,,,
1147,237,17,114,2,228,,,,,,,,,
1148,237,1009,111,1,111,,,,,,,,,
1149,237,268,117,2,234,,,,,,,,,
1150,237,502,109,2,218,,,,,,,,,
1151,237,74,96,3,288,,,,,,,,,
1152,238,1024,95,3,285,,,,,,,,,
1153,238,883,113,2,226,,,,,,,,,
1154,238,101,96,3,288,,,,,,,,,
1155,238,313,93,3,279,,,,,,,,,
1156,238,179,112,2,224,,,,,,,,,
1157,238,340,108,1,108,,,,,,,,,
1158,239,1177,98,3,294,,,,,,,,,
1159,239,445,92,3,276,,,,,,,,,
1160,240,1009,111,1,111,,,,,,,,,
1161,240,259,117,2,234,,,,,,,,,
1162,240,473,110,1,110,,,,,,,,,
1163,240,124,115,3,345,,,,,,,,,
1164,240,9,114,1,114,,,,,,,,,
1165,240,298,93,3,279,,,,,,,,,
1166,241,400,113,2,226,,,,,,,,,
1167,241,1051,94,2,188,,,,,,,,,
1168,241,333,108,2,216,,,,,,,,,
1169,242,26,114,3,342,,,,,,,,,
1170,242,1002,111,3,333,,,,,,,,,
1171,242,877,113,1,113,,,,,,,,,
1172,242,950,119,1,119,,,,,,,,,
1173,242,182,112,3,336,,,,,,,,,
1174,242,729,112,3,336,,,,,,,,,
1175,243,389,113,1,113,,,,,,,,,
1176,243,567,90,3,270,,,,,,,,,
1177,244,429,92,3,276,,,,,,,,,
1178,244,896,113,3,339,,,,,,,,,
1179,244,777,114,1,114,,,,,,,,,
1180,244,205,112,2,224,,,,,,,,,
1181,244,651,115,3,345,,,,,,,,,
1182,245,1059,94,3,282,,,,,,,,,
1183,245,655,115,2,230,,,,,,,,,
1184,245,472,110,3,330,,,,,,,,,
1185,245,1050,94,2,188,,,,,,,,,
1186,246,485,110,1,110,,,,,,,,,
1187,246,627,118,3,354,,,,,,,,,
1188,246,450,92,2,184,,,,,,,,,
1189,246,1250,91,1,91,,,,,,,,,
1190,247,1220,90,3,270,,,,,,,,,
1191,247,1208,90,1,90,,,,,,,,,
1192,247,152,116,3,348,,,,,,,,,
1193,248,1121,106,2,212,,,,,,,,,
1194,248,835,95,3,285,,,,,,,,,
1195,248,689,119,3,357,,,,,,,,,
1196,248,889,113,2,226,,,,,,,,,
1197,248,1171,98,3,294,,,,,,,,,
1198,248,192,112,1,112,,,,,,,,,
1199,248,254,117,1,117,,,,,,,,,
1200,248,262,117,1,117,,,,,,,,,
1201,249,1186,98,2,196,,,,,,,,,
1202,249,241,105,1,105,,,,,,,,,
1203,249,928,104,1,104,,,,,,,,,
1204,249,51,119,3,357,,,,,,,,,
1205,249,547,113,2,226,,,,,,,,,
1206,249,729,112,2,224,,,,,,,,,
1207,249,935,104,2,208,,,,,,,,,
1208,250,41,119,3,357,,,,,,,,,
1209,250,540,113,2,226,,,,,,,,,
1210,250,880,113,1,113,,,,,,,,,
1211,250,219,105,3,315,,,,,,,,,
1212,250,600,118,1,118,,,,,,,,,
1213,251,790,114,1,114,,,,,,,,,
1214,251,551,113,3,339,,,,,,,,,
1215,251,1015,95,2,190,,,,,,,,,
1216,251,26,114,3,342,,,,,,,,,
1217,252,772,114,1,114,,,,,,,,,
1218,252,397,113,2,226,,,,,,,,,
1219,252,524,109,2,218,,,,,,,,,
1220,252,662,115,3,345,,,,,,,,,
1221,252,728,112,3,336,,,,,,,,,
1222,252,859,100,2,200,,,,,,,,,
1223,252,627,118,3,354,,,,,,,,,
1224,252,98,96,3,288,,,,,,,,,
1225,252,364,92,3,276,,,,,,,,,
1226,252,1104,99,2,198,,,,,,,,,
1227,253,797,114,3,342,,,,,,,,,
1228,253,1065,94,2,188,,,,,,,,,
1229,253,740,102,2,204,,,,,,,,,
1230,254,1186,98,2,196,,,,,,,,,
1231,254,816,95,1,95,,,,,,,,,
1232,254,175,112,2,224,,,,,,,,,
1233,254,664,115,2,230,,,,,,,,,
1234,255,806,95,3,285,,,,,,,,,
1235,255,437,92,2,184,,,,,,,,,
1236,256,1051,94,1,94,,,,,,,,,
1237,256,178,112,3,336,,,,,,,,,
1238,256,118,115,3,345,,,,,,,,,
1239,256,1018,95,1,95,,,,,,,,,
1240,256,36,119,2,238,,,,,,,,,
1241,257,976,119,2,238,,,,,,,,,
1242,257,1124,106,2,212,,,,,,,,,
1243,257,61,119,1,119,,,,,,,,,
1244,257,952,119,2,238,,,,,,,,,
1245,257,796,114,3,342,,,,,,,,,
1246,258,861,100,1,100,,,,,,,,,
1247,258,669,119,1,119,,,,,,,,,
1248,258,65,119,2,238,,,,,,,,,
1249,258,35,119,1,119,,,,,,,,,
1250,258,843,100,2,200,,,,,,,,,
1251,258,348,108,3,324,,,,,,,,,
1252,259,317,108,1,108,,,,,,,,,
1253,259,777,114,3,342,,,,,,,,,
1254,259,162,116,2,232,,,,,,,,,
1255,260,828,95,2,190,,,,,,,,,
1256,260,1095,99,1,99,,,,,,,,,
1257,260,1213,90,2,180,,,,,,,,,
1258,260,241,105,2,210,,,,,,,,,
1259,260,563,90,1,90,,,,,,,,,
1260,260,1096,99,2,198,,,,,,,,,
1261,261,961,119,2,238,,,,,,,,,
1262,261,920,104,3,312,,,,,,,,,
1263,261,886,113,3,339,,,,,,,,,
1264,261,425,92,1,92,,,,,,,,,
1265,262,1062,94,3,282,,,,,,,,,
1266,262,814,95,1,95,,,,,,,,,
1267,262,507,109,2,218,,,,,,,,,
1268,262,553,113,2,226,,,,,,,,,
1269,263,355,92,1,92,,,,,,,,,
1270,263,289,93,3,279,,,,,,,,,
1271,263,1157,98,2,196,,,,,,,,,
1272,263,473,110,3,330,,,,,,,,,
1273,263,293,93,1,93,,,,,,,,,
1274,264,1211,90,3,270,,,,,,,,,
1275,264,633,115,3,345,,,,,,,,,
1276,264,1024,95,2,190,,,,,,,,,
1277,264,396,113,3,339,,,,,,,,,
1278,264,1137,106,1,106,,,,,,,,,
1279,264,13,114,2,228,,,,,,,,,
1280,265,1029,95,2,190,,,,,,,,,
1281,265,742,102,2,204,,,,,,,,,
1282,265,364,92,1,92,,,,,,,,,
1283,265,479,110,1,110,,,,,,,,,
1284,265,813,95,1,95,,,,,,,,,
1285,265,630,115,1,115,,,,,,,,,
1286,265,462,110,1,110,,,,,,,,,
1287,266,209,112,1,112,,,,,,,,,
1288,266,229,105,2,210,,,,,,,,,
1289,266,318,108,2,216,,,,,,,,,
1290,266,224,105,2,210,,,,,,,,,
1291,266,1212,90,1,90,,,,,,,,,
1292,266,1258,91,2,182,,,,,,,,,
1293,266,1098,99,1,99,,,,,,,,,
1294,267,252,117,1,117,,,,,,,,,
1295,267,298,93,2,186,,,,,,,,,
1296,267,372,92,3,276,,,,,,,,,
1297,267,1069,94,3,282,,,,,,,,,
1298,268,1117,99,1,99,,,,,,,,,
1299,268,1224,90,1,90,,,,,,,,,
